Testcase,SrcMessage,,,,,,DstMessage,,,,,,,,Result,Remark,,
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x0204081020408001,60,ETH7,CANHS1_5EF_60ms,0x5EF,50001-50160-10.0.0.1-239.0.0.160-02:00:00:00:00:01-01:00:5E:00:00:A0-0x81-7,0x0204081020408001,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x0204081020408001,60,CANFD3,CANHS1_5EF_60ms,0x5EF,,0x0204081020408001,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x0408102040800102,60,CANFD7,CANHS1_5EF_60ms,0x5EF,,0x0408102040800102,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x0408102040800102,60,ETH5,CANHS1_5EF_60ms,0x5EF,50001-50160-10.0.0.1-239.0.0.160-02:00:00:00:00:01-01:00:5E:00:00:A0-0x81-7,0x0408102040800102,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x0408102040800102,60,ETH7,CANHS1_5EF_60ms,0x5EF,50001-50160-10.0.0.1-239.0.0.160-02:00:00:00:00:01-01:00:5E:00:00:A0-0x81-7,0x0408102040800102,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x0408102040800102,60,CANFD3,CANHS1_5EF_60ms,0x5EF,,0x0408102040800102,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x0810204080010204,60,CANFD7,CANHS1_5EF_60ms,0x5EF,,0x0810204080010204,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x0810204080010204,60,ETH5,CANHS1_5EF_60ms,0x5EF,50001-50160-10.0.0.1-239.0.0.160-02:00:00:00:00:01-01:00:5E:00:00:A0-0x81-7,0x0810204080010204,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x0810204080010204,60,ETH7,CANHS1_5EF_60ms,0x5EF,50001-50160-10.0.0.1-239.0.0.160-02:00:00:00:00:01-01:00:5E:00:00:A0-0x81-7,0x0810204080010204,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x0810204080010204,60,CANFD3,CANHS1_5EF_60ms,0x5EF,,0x0810204080010204,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x1020408001020408,60,CANFD7,CANHS1_5EF_60ms,0x5EF,,0x1020408001020408,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x1020408001020408,60,ETH5,CANHS1_5EF_60ms,0x5EF,50001-50160-10.0.0.1-239.0.0.160-02:00:00:00:00:01-01:00:5E:00:00:A0-0x81-7,0x1020408001020408,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x1020408001020408,60,ETH7,CANHS1_5EF_60ms,0x5EF,50001-50160-10.0.0.1-239.0.0.160-02:00:00:00:00:01-01:00:5E:00:00:A0-0x81-7,0x1020408001020408,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x1020408001020408,60,CANFD3,CANHS1_5EF_60ms,0x5EF,,0x1020408001020408,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x2040800102040810,60,CANFD7,CANHS1_5EF_60ms,0x5EF,,0x2040800102040810,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x2040800102040810,60,ETH5,CANHS1_5EF_60ms,0x5EF,50001-50160-10.0.0.1-239.0.0.160-02:00:00:00:00:01-01:00:5E:00:00:A0-0x81-7,0x2040800102040810,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x2040800102040810,60,ETH7,CANHS1_5EF_60ms,0x5EF,50001-50160-10.0.0.1-239.0.0.160-02:00:00:00:00:01-01:00:5E:00:00:A0-0x81-7,0x2040800102040810,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x2040800102040810,60,CANFD3,CANHS1_5EF_60ms,0x5EF,,0x2040800102040810,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x4080010204081020,60,CANFD7,CANHS1_5EF_60ms,0x5EF,,0x4080010204081020,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x4080010204081020,60,ETH5,CANHS1_5EF_60ms,0x5EF,50001-50160-10.0.0.1-239.0.0.160-02:00:00:00:00:01-01:00:5E:00:00:A0-0x81-7,0x4080010204081020,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x4080010204081020,60,ETH7,CANHS1_5EF_60ms,0x5EF,50001-50160-10.0.0.1-239.0.0.160-02:00:00:00:00:01-01:00:5E:00:00:A0-0x81-7,0x4080010204081020,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x4080010204081020,60,CANFD3,CANHS1_5EF_60ms,0x5EF,,0x4080010204081020,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x8001020408102040,60,CANFD7,CANHS1_5EF_60ms,0x5EF,,0x8001020408102040,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x8001020408102040,60,ETH5,CANHS1_5EF_60ms,0x5EF,50001-50160-10.0.0.1-239.0.0.160-02:00:00:00:00:01-01:00:5E:00:00:A0-0x81-7,0x8001020408102040,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x8001020408102040,60,ETH7,CANHS1_5EF_60ms,0x5EF,50001-50160-10.0.0.1-239.0.0.160-02:00:00:00:00:01-01:00:5E:00:00:A0-0x81-7,0x8001020408102040,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0x8001020408102040,60,CANFD3,CANHS1_5EF_60ms,0x5EF,,0x8001020408102040,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0xFFFFFFFFFFFFFFFF,60,CANFD7,CANHS1_5EF_60ms,0x5EF,,0xFFFFFFFFFFFFFFFF,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0xFFFFFFFFFFFFFFFF,60,ETH5,CANHS1_5EF_60ms,0x5EF,50001-50160-10.0.0.1-239.0.0.160-02:00:00:00:00:01-01:00:5E:00:00:A0-0x81-7,0xFFFFFFFFFFFFFFFF,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0xFFFFFFFFFFFFFFFF,60,ETH7,CANHS1_5EF_60ms,0x5EF,50001-50160-10.0.0.1-239.0.0.160-02:00:00:00:00:01-01:00:5E:00:00:A0-0x81-7,0xFFFFFFFFFFFFFFFF,60,10,0,None,,,0
1,CANHS1,CANHS1_5EF_60ms,0x5EF,,0xFFFFFFFFFFFFFFFF,60,CANFD3,CANHS1_5EF_60ms,0x5EF,,0xFFFFFFFFFFFFFFFF,60,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0000000000000000,50,CANFD6,CANHS1_1C0_50ms,0x1C0,,0x0000000000000000,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0000000000000000,50,ETH2,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x0000000000000000,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0000000000000000,50,ETH4,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x0000000000000000,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0000000000000000,50,CANFD4,CANHS1_1C0_50ms,0x1C0,,0x0000000000000000,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0000000000000000,50,CANHS5,CANHS1_1C0_50ms,0x1C0,,0x0000000000000000,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0000000000000000,50,CANHS8,CANHS1_1C0_50ms,0x1C0,,0x0000000000000000,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0000000000000000,50,CANHS6,CANHS1_1C0_50ms,0x1C0,,0x0000000000000000,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0102040810204080,50,CANFD6,CANHS1_1C0_50ms,0x1C0,,0x0102040810204080,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0102040810204080,50,ETH2,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x0102040810204080,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0102040810204080,50,ETH4,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x0102040810204080,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0102040810204080,50,CANFD4,CANHS1_1C0_50ms,0x1C0,,0x0102040810204080,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0102040810204080,50,CANHS5,CANHS1_1C0_50ms,0x1C0,,0x0102040810204080,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0102040810204080,50,CANHS8,CANHS1_1C0_50ms,0x1C0,,0x0102040810204080,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0102040810204080,50,CANHS6,CANHS1_1C0_50ms,0x1C0,,0x0102040810204080,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0204081020408001,50,CANFD6,CANHS1_1C0_50ms,0x1C0,,0x0204081020408001,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0204081020408001,50,ETH2,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x0204081020408001,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0204081020408001,50,ETH4,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x0204081020408001,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0204081020408001,50,CANFD4,CANHS1_1C0_50ms,0x1C0,,0x0204081020408001,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0204081020408001,50,CANHS5,CANHS1_1C0_50ms,0x1C0,,0x0204081020408001,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0204081020408001,50,CANHS8,CANHS1_1C0_50ms,0x1C0,,0x0204081020408001,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0204081020408001,50,CANHS6,CANHS1_1C0_50ms,0x1C0,,0x0204081020408001,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0408102040800102,50,CANFD6,CANHS1_1C0_50ms,0x1C0,,0x0408102040800102,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0408102040800102,50,ETH2,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x0408102040800102,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0408102040800102,50,ETH4,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x0408102040800102,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0408102040800102,50,CANFD4,CANHS1_1C0_50ms,0x1C0,,0x0408102040800102,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0408102040800102,50,CANHS5,CANHS1_1C0_50ms,0x1C0,,0x0408102040800102,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0408102040800102,50,CANHS8,CANHS1_1C0_50ms,0x1C0,,0x0408102040800102,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0408102040800102,50,CANHS6,CANHS1_1C0_50ms,0x1C0,,0x0408102040800102,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0810204080010204,50,CANFD6,CANHS1_1C0_50ms,0x1C0,,0x0810204080010204,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0810204080010204,50,ETH2,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x0810204080010204,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0810204080010204,50,ETH4,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x0810204080010204,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0810204080010204,50,CANFD4,CANHS1_1C0_50ms,0x1C0,,0x0810204080010204,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0810204080010204,50,CANHS5,CANHS1_1C0_50ms,0x1C0,,0x0810204080010204,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0810204080010204,50,CANHS8,CANHS1_1C0_50ms,0x1C0,,0x0810204080010204,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x0810204080010204,50,CANHS6,CANHS1_1C0_50ms,0x1C0,,0x0810204080010204,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x1020408001020408,50,CANFD6,CANHS1_1C0_50ms,0x1C0,,0x1020408001020408,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x1020408001020408,50,ETH2,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x1020408001020408,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x1020408001020408,50,ETH4,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x1020408001020408,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x1020408001020408,50,CANFD4,CANHS1_1C0_50ms,0x1C0,,0x1020408001020408,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x1020408001020408,50,CANHS5,CANHS1_1C0_50ms,0x1C0,,0x1020408001020408,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x1020408001020408,50,CANHS8,CANHS1_1C0_50ms,0x1C0,,0x1020408001020408,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x1020408001020408,50,CANHS6,CANHS1_1C0_50ms,0x1C0,,0x1020408001020408,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x2040800102040810,50,CANFD6,CANHS1_1C0_50ms,0x1C0,,0x2040800102040810,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x2040800102040810,50,ETH2,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x2040800102040810,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x2040800102040810,50,ETH4,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x2040800102040810,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x2040800102040810,50,CANFD4,CANHS1_1C0_50ms,0x1C0,,0x2040800102040810,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x2040800102040810,50,CANHS5,CANHS1_1C0_50ms,0x1C0,,0x2040800102040810,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x2040800102040810,50,CANHS8,CANHS1_1C0_50ms,0x1C0,,0x2040800102040810,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x2040800102040810,50,CANHS6,CANHS1_1C0_50ms,0x1C0,,0x2040800102040810,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x4080010204081020,50,CANFD6,CANHS1_1C0_50ms,0x1C0,,0x4080010204081020,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x4080010204081020,50,ETH2,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x4080010204081020,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x4080010204081020,50,ETH4,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x4080010204081020,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x4080010204081020,50,CANFD4,CANHS1_1C0_50ms,0x1C0,,0x4080010204081020,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x4080010204081020,50,CANHS5,CANHS1_1C0_50ms,0x1C0,,0x4080010204081020,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x4080010204081020,50,CANHS8,CANHS1_1C0_50ms,0x1C0,,0x4080010204081020,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x4080010204081020,50,CANHS6,CANHS1_1C0_50ms,0x1C0,,0x4080010204081020,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x8001020408102040,50,CANFD6,CANHS1_1C0_50ms,0x1C0,,0x8001020408102040,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x8001020408102040,50,ETH2,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x8001020408102040,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x8001020408102040,50,ETH4,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0x8001020408102040,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x8001020408102040,50,CANFD4,CANHS1_1C0_50ms,0x1C0,,0x8001020408102040,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x8001020408102040,50,CANHS5,CANHS1_1C0_50ms,0x1C0,,0x8001020408102040,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x8001020408102040,50,CANHS8,CANHS1_1C0_50ms,0x1C0,,0x8001020408102040,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0x8001020408102040,50,CANHS6,CANHS1_1C0_50ms,0x1C0,,0x8001020408102040,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0xFFFFFFFFFFFFFFFF,50,CANFD6,CANHS1_1C0_50ms,0x1C0,,0xFFFFFFFFFFFFFFFF,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0xFFFFFFFFFFFFFFFF,50,ETH2,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0xFFFFFFFFFFFFFFFF,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0xFFFFFFFFFFFFFFFF,50,ETH4,CANHS1_1C0_50ms,0x1C0,50001-50020-10.0.0.1-239.0.0.20-02:00:00:00:00:01-01:00:5E:00:00:14-0x81-7,0xFFFFFFFFFFFFFFFF,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0xFFFFFFFFFFFFFFFF,50,CANFD4,CANHS1_1C0_50ms,0x1C0,,0xFFFFFFFFFFFFFFFF,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0xFFFFFFFFFFFFFFFF,50,CANHS5,CANHS1_1C0_50ms,0x1C0,,0xFFFFFFFFFFFFFFFF,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0xFFFFFFFFFFFFFFFF,50,CANHS8,CANHS1_1C0_50ms,0x1C0,,0xFFFFFFFFFFFFFFFF,50,10,0,None,,,0
2,CANHS1,CANHS1_1C0_50ms,0x1C0,,0xFFFFFFFFFFFFFFFF,50,CANHS6,CANHS1_1C0_50ms,0x1C0,,0xFFFFFFFFFFFFFFFF,50,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x0000000000000000,100,CANFD5,CANHS2_1B9_100ms,0x1B9,,0x0000000000000000,100,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x0000000000000000,100,CANHS4,CANHS2_1B9_100ms,0x1B9,,0x0000000000000000,100,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x0000000000000000,100,ETH5,CANHS2_1B9_100ms,0x1B9,50001-50032-10.0.0.1-10.0.0.32-02:00:00:00:00:01-02:00:00:00:00:20-0x81-7,0x0000000000000000,100,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x0102040810204080,100,CANFD5,CANHS2_1B9_100ms,0x1B9,,0x0102040810204080,100,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x0102040810204080,100,CANHS4,CANHS2_1B9_100ms,0x1B9,,0x0102040810204080,100,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x0102040810204080,100,ETH5,CANHS2_1B9_100ms,0x1B9,50001-50032-10.0.0.1-10.0.0.32-02:00:00:00:00:01-02:00:00:00:00:20-0x81-7,0x0102040810204080,100,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x0204081020408001,100,CANFD5,CANHS2_1B9_100ms,0x1B9,,0x0204081020408001,100,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x0204081020408001,100,CANHS4,CANHS2_1B9_100ms,0x1B9,,0x0204081020408001,100,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x0204081020408001,100,ETH5,CANHS2_1B9_100ms,0x1B9,50001-50032-10.0.0.1-10.0.0.32-02:00:00:00:00:01-02:00:00:00:00:20-0x81-7,0x0204081020408001,100,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x0408102040800102,100,CANFD5,CANHS2_1B9_100ms,0x1B9,,0x0408102040800102,100,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x0408102040800102,100,CANHS4,CANHS2_1B9_100ms,0x1B9,,0x0408102040800102,100,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x0408102040800102,100,ETH5,CANHS2_1B9_100ms,0x1B9,50001-50032-10.0.0.1-10.0.0.32-02:00:00:00:00:01-02:00:00:00:00:20-0x81-7,0x0408102040800102,100,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x0810204080010204,100,CANFD5,CANHS2_1B9_100ms,0x1B9,,0x0810204080010204,100,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x0810204080010204,100,CANHS4,CANHS2_1B9_100ms,0x1B9,,0x0810204080010204,100,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x0810204080010204,100,ETH5,CANHS2_1B9_100ms,0x1B9,50001-50032-10.0.0.1-10.0.0.32-02:00:00:00:00:01-02:00:00:00:00:20-0x81-7,0x0810204080010204,100,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x1020408001020408,100,CANFD5,CANHS2_1B9_100ms,0x1B9,,0x1020408001020408,100,10,0,None,,,0
3,CANHS2,CANHS2_1B9_100ms,0x1B9,,0x1020408001020408,100,CANHS4,CANHS2_1B9_100ms,0x1B9,,0x1020408001020408,100,10,0,None,,,0
